review,clean_review,sentiment
"What a waste of time! I've tried to sit through 'Sky Captain.."" about 6 times, and every time, within about 3 minutes, I start doing something else - anything else! It's a downright boring movie, the acting is terrible, the writing dull, and obviously a first-time director, because it's stiff. And I wanted to love it. I love sci-fi, the old cliffhangers, and I can appreciate the attempt at nods to Flash Gordon, and Metropolis, but my God, what a waste of money. I used to work for Paramount Pictures, and I had written Sherry Lansing in 1993 about using blue screen for screen tests. She told me they'd never have an interest or need to do it. 10 years later, Paramount releases this piece of crap. Sherry was right in 1993, but must have forgotten her own advice when she greenlighted this dog. Blue screen an effect shot, but not an entire movie. Let's not forget, neither Jude nor Jolie are terrific actors (but easy on the eyes). Paltrow's performance reminds me of a high school effort. Too bad - it could've worked, but only under a skilled director. the funny thing is, Sky Captain's director will keep getting work, even after this dreck. It's commerce, not art!",waste time tried sit captain time every time within minute start something else anything else downright bore movie act terrible write dull obviously director stiff want love love old cliffhanger appreciate attempt nod flash gordon metropolis god waste money use work paramount picture write sherry lansing use blue screen screen test tell never interest need year later paramount release piece crap sherry right must forget advice greenlighted dog blue screen effect shot not entire movie let not forget neither jude nor jolie terrific actor easy eye paltrow performance reminds high school effort bad could work skilled director funny thing sky captain director keep get work even dreck commerce not art,negative
"This is a very strange film by director/animator Richard Williams. All who know of William's work know it's a bit off-kilter (if not ingenious) but this one takes the cake.<br /><br />It features two hapless ragdolls who have to save their owner's new French doll from a lustful pirate toy and find themselves at the mercy of several bizarre characters along the way. The strength in this movie lies primarily in its aesthetic quality; its strange character designs, its powerful animation, and its stark contrast of the sweet and scary. Williams' brilliant animation portrayed Raggedy Ann and Andy as real rag dolls, floppy and darned, rather than simple cartoon versions of the dolls, which made it more believable (at least in a visual sense). The animation shines on the bring us the Camel-with-the-Wrinkled-Knees, whose body walks with two different personalities controlling each end, the silent-movie chase with Sir Leonard Looney and, of course, the Greedy.<br /><br />The Greedy animation, on its own, is possibly the most exquisite psychedelic animation I've ever seen. There's something about this animation that just makes your jaw drop--and every second it's something new. Living in what was deemed ""the Taffy Pit,"" the Greedy is a massive blob man that lives in and mercilessly eats sweets. He sings a song that I can't help but feel hold some sexual undertones, then tries to kill Raggedy Ann for her candy heart.<br /><br />The only complaint I have about this film is that there are too many songs. It continuously bogs down the movie's pace because there are SIXTEEN of them. There are about six good songs (which should have been the only ones) including ""I Look, And What Do I See?"", ""No Girl's Toy"", ""Blue"" (though they didn't need to make him sing it twice), ""I Never Get Enough"", ""Because I Love You"" and maybe ""I'm Home."" The others just seem unnecessary and frankly aren't too amazing to listen to.<br /><br />This is a weird film with strange undertones, but if that's what you're looking for, you won't find better.",strange film richard williams know william work know bit not ingenious one take cake feature two hapless ragdolls save owner new french doll lustful pirate toy find mercy several bizarre character along way strength movie lie primarily aesthetic quality strange character design powerful animation stark contrast sweet scary williams brilliant animation portray raggedy ann andy real rag doll floppy darn rather simple cartoon version doll make believable least visual sense animation shine bring u whose body walk two different personality control end chase sir leonard looney course greedy greedy animation possibly exquisite psychedelic animation ever see something animation make jaw drop every second something new living deem taffy pit greedy massive blob man live mercilessly eats sweet sings song ca not help feel hold sexual undertones try kill raggedy ann candy heart complaint film many song continuously bog movie pace sixteen six good song one include look see no girl toy blue though not need make sing twice never get enough love maybe home others seem unnecessary frankly not amaze listen weird film strange undertone look wo not find good,positive
"This film is simply appalling, how the talent involved made this is beyond human belief.Iguess they must have been boozing when they thought of this idea,I feel as if 2 hours of my life have been taken from me.Harvey Kietel will try and distance himself from this rubbish, it should have been a great crime movie but it develops into a gory mess of vampires.I would recommend this film to people who like to sleep through movies ,you wont miss a thing.The humour is set to appeal to the lowest common dominate, movies can uplift us and remind us that life is worth living, this film just depresses you.As DeNiro said in one movie the saddest thing in life is wasted talent this film is a perfect example of this statement.",film simply appal talent involve make beyond human must booze thought idea feel hour life take kietel try distance rubbish great crime movie develop gory mess would recommend film people like sleep movie wont miss humour set appeal low common dominate movie uplift u remind u life worth living film depresses deniro say one movie sad thing life waste talent film perfect example statement,negative
"I watched this today, partially attracted to the all-star cast and partly because I have enjoyed so many other films of this ilk. However, this is one to avoid. There are dozens of badly cut scenes where the continuity just does not flow, the billiards challenge at the start, for example. The fighting scenes with the natives are about as good as you would remember in those old black and white Tarzan movies, you know where you see a spear fly through the air and camera cuts to a dead native lying motionless on the floor with it sticking from his thigh. Is that instantaneous death? There are also several quite unnecessary scenes which have nothing to do with the plot, like the little girl being rescued while collecting flowers. The really badly animated clay toys are too painful to watch. If you do see this movie the crabs which inch forward at about 5kph are the highlight. Somehow one manages to creep up on David Mccullum and give him a nip. Its as if there was no time to get out of the way, like when the obelisk in the city falls over, the native has all the time in the world to take a 2 step to the left, but no he screams and it falls on him. I only give this a 2 because of Ekland. And why does Mccullums voice develop a stutter as the movie progresses?",watch today partially attract cast partly enjoy many film ilk however one avoid dozens badly cut scene continuity not flow billiards challenge start example fight scene native good would remember old black white tarzan movie know see spear fly air camera cut dead native lie motionless floor stick thigh instantaneous death also several quite unnecessary scene nothing plot like little girl rescue collect flower really badly animate clay toy painful watch see movie crab inch forward highlight somehow one manage creep david mccullum give nip no time get way like obelisk city fall native time world take step leave no scream fall give ekland mccullums voice develop stutter movie progress,negative
"As a cinema fan White Noise was an utter disappointment, as a filmmaker the cinematography was pretty good, nicely lit, good camera work, reasonable direction. But as a film it just seamed as predictable as all the other 'so called' horror movies that the market has recently been flooded with. Although it did have a little bit of the 'chill factor' the whole concept of the E.V.O (Electronic Voice Phenomena) did'not seem believable. This movie did not explain the reasonings for certain occurrences but went ahead with them. The acting was far from mind blowing the main character portrayed no emotion, like many recent thriller/horror movies.<br /><br />Definitely not a movie I will be buying on DVD and would not recommend anyone rushes out to see it.",cinema fan white noise utter disappointment filmmaker cinematography pretty good nicely light good camera work reasonable direction film seam predictable call horror movie market recently flood although little bit factor whole concept electronic voice phenomenon seem believable movie not explain reasoning certain occurrence go ahead act far mind blow main character portray no emotion like many recent movie definitely not movie buying dvd would not recommend anyone rush see,negative
"I am a massive fan of Jet Li! He is THE best HK action film star alive... and consequently - This film rocked! I saw it in the video store and, as it was in the mainstream section of this mainstream video store, I didnt register its presence at first, and had to look twice. I immediately knew what I would be renting out. My only qualm (I suppose I expected it) is that it was dubbed (AAARGh) and not subtitled. Elsewise, the movie's original/strange/cool plot, and full on action made it one of Jet Li's better movies... even though they all fall under that category....",massive fan jet li best hk action film star alive consequently film rock saw video store mainstream section mainstream video store didnt register presence first look twice immediately know would rent qualm suppose expect dubbed aaargh not subtitle elsewise movie plot full action make one jet li good movie even though fall category,positive
"Very nicely done movie. It does stay in your memory. Better billed as a romance than flying or war, altho the flying parts are realistic and almost error free. Flying buffs like myself will enjoy this movie even if attracted by the airplanes, unless they have no sensitivity or have never been in love.<br /><br />Fun watching early Crowe. He is good and exudes charm. His reading of ""High Flight"" is superb.<br /><br />cheers, Boom",nicely do movie stay memory well bill romance fly war altho fly part realistic almost error free fly buff like enjoy movie even attract airplane unless no sensitivity never love fun watch early crowe good exudes charm read high flight superb cheer boom,positive
"Maybe I'm being too generous with the rating...but I just love this movie! I've seen it so many times, but every time I see it I fall in love with it all over again. It's just a simple romantic comedy, with nothing huge or monumentous that happens. But I'm a big romantic and this movie *is* romantic. I love Meg Ryan and Tim Robbins, and Walter Mathau is so funny. The scientists make me laugh so much...I definitely recommend this movie to anyone who hasn't seen it. It's such a clean, good movie - and those are so rare now! My 20-year-old brother likes this movie, too, so it's not just a chick-flick. ;-) I recommend it if you need to laugh, or if you're just lonely and need to *watch* a romance, if you yourself can't participate in one. It's a good 'un!",maybe generous rating love movie see many time every time see fall love simple romantic comedy nothing huge monumentous happens big romantic movie romantic love meg ryan tim robbins walter mathau funny scientist make laugh much definitely recommend movie anyone not see clean good movie rare brother like movie not recommend need laugh lonely need watch romance ca not participate one good,positive
"True, there are many movies much worse then this movie. This movie was no Manos: The Hands of Fate, or Troll 2 (yes, I have seen them both.. twice) but at the same time this movie is No Alien, Predator or even Alien Vs. Predator (Yes, even that movie surpassed this). Movies like this make Battlefield Earth look like a Star Wars it is so bad. Razzie awards lookout, your biggest competition has just arrived in theaters. This film I'm talking about is of course Alone in the Dark. I'll try to take you though a step by step process on why this film was so bad.<br /><br />Acting- I'll first start off with what perhaps was the best component of this film (next to the ending credits, which played 'Wish I had An Angel', the acting. Christian Slater must be proud of himself, he successfully proved that it is possible to act decent in a film worse then drinking antifreeze. Though all his awful dialog he had to speak, it made me wonder why he just didn't walk off the set halfway. Perhaps it was because of Stephen Dorff being in the film as well (somebody he wishes he could be but fails at it). Tara Reid is a bad actress but good looking and that's all that really matters in films like these. That is not to say the acting was perfect though, it was average, not good, and perhaps the only thing in the film not good.<br /><br />The Soundtrack- Except for 'Wish I had An Angel', the soundtrack is pointless and bad heavy medal being pumped into the viewers ears, perhaps to disguise the awful story (something I will get to soon). A long and very expensive 2 CD soundtrack is now up for sale for those musically challenged.<br /><br />The Directing- Directed by Hollywoods favorite director Uwe Ball who brought us the classic House of the Dead. Telling us ""Yes, movies can get this utterly bad and that's just the beginning to my deadly saga of awful movies"". At least it is said to be directed by Uwe Ball. Without being told I would have guessed a monkey was kidnapped from the Congo, brought here and forced to make opinions on how to make the movie under penalty of being shocked. The director of photography was probably a camcorder taped onto a skateboard and pushed forward until it hits a wall. On the scenes where the camera should stay still it is constantly moving, not allowing us to stop anywhere and when it should be moving in action, the camera stops for some reason.<br /><br />The Producing- Who on earth is stupid enough to put money towards this bomb? I pity the fool... sometimes. Sometimes I'm glad he or she was taught such a lesson to never put money towards garbage worse then dog dung tied up in a bag.<br /><br />The Writing / Storyboard- Trying to Analise the story is more painful then jamming an ice pick under a big toe and kicking a soccer ball as hard as I possibly could with it right after but I will still attempt it.<br /><br />Edward Carnby escapes as a child from an orphanage where 20 children where to go under science experiments. He escapes and hides in an electrical outlet where he is electrocuted (this is the point where it got so bad i started to laugh out loud). Then it fast-forwards many years later where he's a paranoia detective. He get's attacked by some zombie that can't be shot to death, kills it and moves on with life. Later on he gets attacked by some crazy looking monster and he discovers secrets that nobody else knows.<br /><br />Yeah, the plot is bad, really really bad. The film beings with expecting us to read approximately 10 minutes, which felt like 100, of random text about an untrue civilization called the Abskani. The film goes not to have one twist after another, more then the audience can handle, more then the audience wants to handle, more then the audience could ever care about. This storyline is rock bottom bad that even Double Dragon does better.<br /><br />Overall, miss out on this movie. I gave it a 1 out of 10 but that is because there is no 0.",true many movie much bad movie movie no manos hand fate troll yes see twice time movie no alien predator even alien predator yes even movie surpass movie like make battlefield earth look like star war bad razzie award lookout big competition arrive theater film talk course alone dark try take though step step process film bad first start perhaps best component film next end credit play angel act christian slater must proud successfully prove possible act decent film worse drinking antifreeze though awful dialog speak make wonder not walk set halfway perhaps stephen dorff film well somebody wish could fail tara reid bad actress good look really matter film like not say act perfect though average not good perhaps thing film not good except angel soundtrack pointless bad heavy medal pump viewer ear perhaps disguise awful story something get soon long expensive cd soundtrack sale musically challenge direct hollywood favorite director uwe ball bring u classic house dead tell u yes movie get utterly bad begin deadly saga awful movie least say direct uwe ball without tell would guess monkey kidnap congo brought force make opinion make movie penalty shock director photography probably camcorder tap onto skateboard push forward hit wall scene camera stay still constantly move not allow u stop anywhere move action camera stop reason earth stupid enough put money towards bomb pity fool sometimes sometimes glad taught lesson never put money towards garbage bad dog dung tie bag write try analise story painful jamming ice pick big toe kick soccer ball hard possibly could right still attempt edward carnby escape child orphanage child go science experiment escape hide electrical outlet electrocute point get bad start laugh loud many year later paranoia detective get attack zombie ca not shoot death kill move life later get attack crazy look monster discovers secret nobody else know yeah plot bad really really bad film being expect u read approximately minute felt like random text untrue civilization call abskani film go not one twist another audience handle audience want handle audience could ever care storyline rock bottom bad even double dragon well overall miss movie give no,negative
"It is not the same as the other films about dancing. A few normal people found themselves from dancing. Unlike the dancing films in Hollywood, the characters in this film are not handsome or hot young people. They are someone that you may see everyday in your offices. They are some depressed about their lives and finally find themselves and their dreams from dancing. This touches me very deeply.",not film dance normal people find dance unlike dance film hollywood character film not handsome hot young people someone may see everyday office depress life finally find dreams dance touch deeply,positive
"Well, I have to disagree with Leonard Maltin on this animated short. He loves it and claimed it was hilarious. I enjoyed it but didn't see any humor. He doesn't even like hockey or know anything about it, and still loved the story. Living right across the border from Canada, I have watched hockey for 50 years both there and in Buffalo....but I didn't think much of this cartoon. Oh, it was interesting and I know what would happen if you wore a Toronto jersey up in the Quebec area - disaster! That especially holds true in the glory years of Les Canadians. However, that doesn't make the story funny. <br /><br />Back in the 1950s, everyone in the Quebec provinces idolized the Montreal Canadians and their star player, Maurice Richard, and everyone wanted to be like him. When his mother orders a new sweater, it has the Toronto Maple Leafs emblem on it, so the kid doesn't want to be caught dead wearing it.. When he finally does and heads to the local rink, he gets ostracized from the rest of his hockey buddies. What's so funny about that? I could see the same thing happening to a kid in Boston who is Red Sox die-hard and his mom gets him Yankees shirt! Horrors! You couldn't wear it, and vice-versa.<br /><br />Maybe to someone who doesn't follow sports at all, like Maltin, this situation seems odd and humorous to him...but it's a fact of life or any bit-time sports fan and his favorite team. It was an interesting story, and totally believable, but nothing that made me laugh.<br /><br />The art was fun to look at throughout, almost like looking at a long series of crayon paintings done by a talented school kid. The French Canadian accent was good, too. This movie was part of the DVD ""Leonard Maltin's Animation Favorites From The National Film Board Of Canada.",well disagree leonard maltin animate short love claim hilarious enjoyed not see humor not even like hockey know anything still love story living right across border canada watch hockey year buffalo not think much cartoon oh interest know would happen wore toronto jersey quebec area disaster especially hold true glory year les canadian however not make story funny back everyone quebec province idolize montreal canadian star player maurice richard everyone want like mother order new sweater toronto maple leaf emblem kid not want catch dead wear finally head local rink get ostracize rest hockey buddy funny could see thing happen kid boston red sox mom get yankee shirt horror could not wear maybe someone not follow sport like maltin situation seem odd humorous fact life sport fan favorite team interest story totally believable nothing make laugh art fun look throughout almost like look long series crayon painting do talented school kid french canadian accent good movie part dvd leonard maltin animation favorites national film board canada,positive
"What's this? A Canadian produced zombie flick that I have never heard of before. A mortician works on the body of a recently deceased young man. This allows for an extended flashback that show how the guy got there. Basically, he and friends went to a cemetery on Friday the 13th and raised the dead thanks to his silly chanting. Cut back to the morgue where our dead body comes back to life and kills the mortician and owner (who gets his eyes popped out). The final WTF? shot has the funeral home owner in a straight jacket and screaming, ""I'm not crazy!"" Amazingly, he has his eyeballs back.<br /><br />Running a scant 58 minutes, this is certainly one oddity in zombie cinema. It feels a lot longer, but put me in some kind of trance where I couldn't stop watching. The film also has one of those ""if you see this image, turn away from the screen"" gags. It is the image of an old man getting sick in a theater (prophetic?) and when he pops up (only twice) the blood begins to flow. The scenes are pretty damn gory for the time period. There is a great gaffe where a zombie chops off a girl's right hand with a shovel, but - when he pulls the fake hand into the frame to chomp on - it is a left hand.",canadian produce zombie flick never hear mortician work body recently decease young man allow extend flashback show guy get basically friends go cemetery friday raise dead thanks silly chant cut back morgue dead body come back life kill mortician owner get eye pop final wtf shot funeral home owner straight jacket scream not crazy amazingly eyeball back run scant minute certainly one oddity zombie cinema feel lot longer put kind trance could not stop watching film also one see image turn away screen gags image old man get sick theater prophetic pop twice blood begin flow scene pretty damn gory time period great gaffe zombie chop girl right hand shovel pull fake hand frame chomp leave hand,negative
"It isn't the worst film ever made, the actors aren't apalling and the script and director are not completely inept. <br /><br />It isn't the best film ever made, the actors aren't excellent and the script and director are not completely brilliant.<br /><br />It falls somewhere in the middle. A fun somewhere. An enjoyable, well constructed somewhere.<br /><br />No need to say ""don't take it seriously"" or ""so bad its good"" or ""it wasn't scary"". None of these comments are relevant. <br /><br />Cut has atmosphere. It's that atmosphere which is actually very unique, and the one really original aspect of the movie, which personally is what makes the film, for me.",not bad film ever make actor not apalling script director not completely inept not best film ever make actor not excellent script director not completely brilliant fall somewhere middle fun somewhere enjoyable well construct somewhere no need say not take seriously bad good not scary none comment relevant cut atmosphere atmosphere actually unique one really original aspect movie personally make film,positive
"Perhaps the worst of the ""Nemesis"" films (and that says A LOT!), this mess features so many flashbacks to part 2 that you might as well say that you've seen them both, even if you've only endured this entry. Making matters worse are two wisecracking cyborgs who have absolutely no entertainment value. In other words, they are a perfect fit for this endlessly boring cinematic mistake.",perhaps bad nemesis film say lot mess feature many flashback part might well say see even endured entry make matter bad two wisecrack cyborg absolutely no entertainment value word perfect fit endlessly boring cinematic mistake,negative
"I am surprised that so many viewers didn't find all the symbolism in the movie.....it's what made the movie an incredible work of art! The story deals with some of the saddest content a movie could hold, yet it is one of the best movies I've ever seen because of the need for your own imagination and the brilliance in the storyline.<br /><br />If you will pay close attention, the message is there. The younger brother is killed by the stepfather. The older brother made up the story about the wagon flying as a way to deal with the pain of his brother's death. There are those that would argue why would he lie to his own children with the story. To me the answer is because he doesn't want to share such ugliness with his own children, or that he has blocked it out and replaced his memory of the horrific event with the thought of his brother flying away to safety. I've read some of the reviews that believe he was an only child and that he created the younger brother as an escape to deal with the abuse he suffered. Although this is an interesting idea - I love the imagination used to come up with that. I don't think he would have lied to his own children about having a little brother. But, I do find it plausible that he would have lied about his little brother's death. However, I like that idea of an ending much better than the notion that the movie had no symbolism at all.<br /><br />There are many different takes you can have on the movie, but if you take the movie at face value.....two brothers creating a wagon that flies to escape an abusive stepfather - you've missed the brilliance. The fact that I was able to see the subtle messages in the script were what made the movie so incredible to me. It requires your own thought process and your own imagination to make it work......dig deep when you watch it. You'll be amazed at the genius contained in the film. The only other movie I've seen as close to this in symbolism and subtle messages is Pleasantville.....but that's a comment for another movie!",surprise many viewer not find symbolism movie make movie incredible work art story deal saddest content movie could hold yet one best movie ever see need imagination brilliance storyline pay close attention message young brother kill stepfather old brother make story wagon fly way deal pain brother death would argue would lie child story answer not want share ugliness child block replaced memory horrific event think brother fly away safety read review believe child create young brother escape deal abuse suffer although interesting idea love imagination use come not think would lie child little brother find plausible would lie little brother death however like idea end much good notion movie no symbolism many different take movie take movie face value two brother create wagon fly escape abusive stepfather miss brilliance fact able see subtle message script make movie incredible require thought process imagination make work dig deep watch amaze genius contain film movie see close symbolism subtle message pleasantville comment another movie,positive
"I am not a footie fan by any means but watched this with a friend as there wasn't anything else on the box at the time.(thank goodness). Not only did we laugh from start to finish but about a week later in the pub, when we started discussing it, we made a right spectacle of ourselves with uncontrollable laughter. Does that sloping pitch actually exist??? I have released my e-mail here so if anyone hears about it's future availability or a repeat on the telly please let me know. Definitely the funniest thing I've seen on television!!! King Leek was good too!! another Tim Healy classic",not footie fan mean watch friend not anything else box time thank goodness not laugh start finish week later pub start discuss make right spectacle uncontrollable laughter slop pitch actually exist release anyone hear future availability repeat telly please let know definitely funny thing see television king leek good another tim healy classic,positive
"This movie tries hard, but completely lacks the fun of the 1960s TV series, that I am sure people do remember with fondness. Although I am 17, I watched some of the series on YouTube a long time ago and it was enjoyable and fun. Sadly, this movie does little justice to the series.<br /><br />The special effects are rather substandard, and this wasn't helped by the flat camera-work. The script also was dull and lacked any sense of wonder and humour. Other films with under-par scripting are Home Alone 4, Cat in the Hat, Thomas and the Magic Railroad and Addams Family Reunion.<br /><br />Now I will say I liked the idea of the story, but unfortunately it was badly executed and ran out of steam far too early, and I am honestly not sure for this reason this is something for the family to enjoy. And I was annoyed by the talking suit, despite spirited voice work from Wayne Knight.<br /><br />But the thing that angered me most about this movie was that it wasted the talents of Christopher Lloyd, Jeff Daniels and Daryl Hannah, all very talented actors. Jeff Daniels has pulled off some good performances before, but he didn't seem to have a clue what he was supposed to be doing, and Elizabeth Hurley's character sadly came across as useless. Daryl Hannah is a lovely actress and generally ignored, and I liked the idea of her being the love interest, but sadly you see very little of her,(not to mention the Monster attack is likely to scare children than enthrall them) likewise with Wallace Shawn as some kind of government operative. Christopher Lloyd acquits himself better, and as an actor I like Lloyd a lot(he was in two of my favourite films Clue and Who Framed Roger Rabbit, and I am fond of Back To The Future) but he was given little to work with, and had a tendency to overact quite wildly.<br /><br />Overall, as much I wanted to like this movie, I was left unimpressed. Instead of being fun, it came across as pointless, and that is a shame because it had a lot of potential, with some talented actors and a good idea, but wasted with poor execution. 1/10 Bethany Cox",movie try hard completely lack fun tv series sure people remember fondness although watched series youtube long time ago enjoyable fun sadly movie little justice series special effect rather substandard not help flat script also dull lack sense wonder humour film script home alone cat hat thomas magic railroad addams family reunion say like idea story unfortunately badly execute ran steam far early honestly not sure reason something family enjoy annoyed talk suit despite spirited voice work wayne knight thing anger movie waste talent christopher lloyd jeff daniel daryl hannah talented actor jeff daniel pull good performance not seem clue suppose elizabeth hurley character sadly come across useless daryl hannah lovely actress generally ignore liked idea love interest sadly see little not mention monster attack likely scare child enthrall likewise wallace shawn kind government operative christopher lloyd acquit well actor like lloyd lot two favourite film clue frame roger rabbit fond back future give little work tendency overact quite wildly overall much want like movie leave unimpressed instead fun come across pointless shame lot potential talented actor good idea waste poor execution bethany cox,negative
"Okay, it features one lovely blink-and-you-miss-it-joke (when the dead are rising from their tombs, the names of the old time ""horror"" directors like Jacques Tournier and Jean Yarborough are featured in the tombstones) and the smashing of morally bankrupt Repu/con/rightist villains is on-target: whorish skanks preaching morals etc. But why these soldiers are anti-Republicans? Because they have gone to the war, most of them should be Republicans, right? Why they don't go to killing the enemies who killed them or something? Why they ALL want to vote against the Republicans? Why this story has made of a movie? Questions never answered...",okay feature one lovely dead rise tomb name old time horror director like jacques tournier jean yarborough feature tombstone smash morally bankrupt villain whorish skank preach moral etc soldier go war republican right not go kill enemy kill something want vote republican story make movie question never answer,negative
"Michael Haneke is known for his disturbing movies like ""Funny Games"". This time he adopted Elfriede Jelineks ""Die Klavierspielerin"", which is probably her best work so far. Jelinek always writes about abusive behaviour in families, and especially of the suppression of women in a patriarchal society.<br /><br />Erika Kohut (Isabelle Huppert) works as a piano teacher at the Viennese Consevatory. She still lives with her mother (Annie Giradot), they even sleep in the same bed (already a hint of something strange). Erika bullies her students the same way she's bullied by her mother and secretly watches porn movies and plays sadomasochistic games with herself. A student, Walter (Benoit Magimel), falls in love with her, but she refuses to simply sleep with him. She wants to play her games with him, but he's disgusted. He reluctantly follows her rules, which means disaster for both of them.<br /><br />Haneke has a very clear picture language, everything is filmed in a almost spartanic way, so the complex characters and story are enhanced.<br /><br />People who don't know Austria very well may be don't realize how essential the setting is for the story. Jelinek (as well as other great Austrian writers like Thomas Bernhard) suffers from the coldness and casualness in Austrian families and society. Austrians (at least Viennese people) are often unable to articulate their pains, wishes, they suppress their emotions, so there often enough is no real love, affection and nearness in their families. In a society, where it's more important to show a perfect facade to society (even if this means to protect crimes within families as Erika and her mother protect Walters rape of Erika to avoid a scandal) than to deal with your emotional problems it's probably no wonder that Sigmund Freud founded the psychoanalysis in Vienna. Erika has a cold and distant relationship with her mother, they only time they share some emotions is very violent and not at all loving. Erika replaces her hidden emotions with wishes for violence, so that she can finally release some feelings. But she has nobody who really wants to speak about her emotions so in the end she has to stab herself to ease her inner pain.<br /><br />Isabelle Huppert shows her best performance of her career (as well of most other actresses). With a unsmiling face you often see only a hint of emotion in her face, a quick smile, a glance with her eyes. And in the end her pain is masterly displayed without a single tear. <br /><br />Benoit Magimel and Annie Giradot also turn in powerful performances, but the movie belongs to Huppert.",michael haneke know disturb movie like funny game time adopt elfriede jelineks die klavierspielerin probably best work far jelinek always write abusive behaviour family especially suppression woman patriarchal society erika kohut isabelle huppert work piano teacher viennese consevatory still live mother annie giradot even sleep bed already hint something strange erika bully student way bully mother secretly watch porn movie play sadomasochistic game student walter benoit magimel fall love refuse simply sleep want play game disgust reluctantly follow rule mean disaster haneke clear picture language everything film almost spartanic way complex character story enhance people not know austria well may not realize essential set story jelinek well great austrian writer like thomas bernhard suffers coldness casualness austrian family society austrian least viennese people often unable articulate pain wish suppress emotion often enough no real love affection nearness family society important show perfect facade society even mean protect crime within family erika mother protect walter rape erika avoid scandal deal emotional problem probably no wonder sigmund freud found psychoanalysis vienna erika cold distant relationship mother time share emotion violent not love erika replaces hidden emotion wish violence finally release feeling nobody really want speak emotion end stab ease inner pain isabelle huppert show best performance career well actresses unsmiling face often see hint emotion face quick smile glance eye end pain masterly display without single tear benoit magimel annie giradot also turn powerful performance movie belong huppert,positive
"One: your screen will be filled with beautiful effects and colours. These do nothing for the story, but they will keep your lazy eyes occupied for some 50 minutes. A good example is the eternal use of a computer screen that shows each fingerprint from the database as that print is compared with the one they want to find out about. Yeah, right.<br /><br />Two: these guys being like real professional Pros, they will engage each other in intriguing Pro talk: ""Look, Grissom, these are what we call fingerprints. Everybody has them, and they are different on each person. So, with these fingerprints we can actually find..."".<br /><br />Yup! Exactly like real pros would talk to each other if there wasn't a completely uninformed and stupid audience around.<br /><br />However, not everything about this show is bad. Some stories work to some degree, and the colours _are_ really beautiful. They use red, blue, green, yellow... all of them colours I've loved since kindergarten.",one screen fill beautiful effect colour nothing story keep lazy eye occupy minute good example eternal use computer screen show fingerprint database print compare one want find yeah right two guy like real professional pro engage intriguing pro talk look grissom call fingerprint everybody different person fingerprint actually find yup exactly like real pro would talk not completely uninformed stupid audience around however not everything show bad story work degree colour really beautiful use red blue green yellow colour love since kindergarten,negative
